342,120,1,120
343,7,1,7
344,37,3,37
345,21,0,21
346,49,3,49
348,40,3,40
350,72,4,72
352,381,12,381
355,363,9,363
356,6,1,6
357,218,7,218
359,15,6,15
361,5,1,5
363,14,1,14
366,174,7,174
368,19,0,19
369,18,0,18
370,26,2,26
371,8,2,8
373,21,1,21
374,16,2,16
376,1135,5,1135
377,14,1,14
378,42,1,42
380,115,6,115
383,54,3,54
384,16,1,16
385,7,1,7
386,170,2,170
388,337,7,337
389,24,1,24
390,142,7,142
391,694,9,694
392,366,11,366
395,104,5,104
397,36,2,36
399,92,5,92
401,62,0,62
402,328,14,328
404,35,2,35
405,217,17,217
406,30,1,30
408,30,3,30
409,75,8,75
412,1816,21,1816
413,133,6,133
416,41,5,41
418,875,1,875
419,305,11,305
421,226,6,226
422,92,3,92
423,16,1,16
425,33,7,33
426,17,1,17
431,24,2,24
435,47,1,47
436,191,7,191
437,98,4,98
439,129,3,129
440,14,1,14
442,17,1,17
446,7,0,7
449,20,0,20
450,92,3,92
452,75,1,75
454,95,5,95
455,122,5,122
457,158,5,158
459,78,5,78
461,46,2,46
462,149,3,149
465,1327,15,1327
466,14,1,14
467,25,1,25
469,79,4,79
470,40,1,40
473,121,4,121
474,35,2,35
475,18,2,18
476,26,2,26
477,24,2,24
478,11,1,11
479,17,2,17
480,39,4,39
483,4,1,4
484,22,2,22
485,166,7,166
486,5,1,5
487,58,2,58
489,44,1,44
491,112,5,112
492,106,1,106
493,6,1,6
495,13,0,13
497,11,1,11
498,5,1,5
500,58,4,58
502,20,0,20
503,3,1,3
509,13,1,13
511,47,6,47
512,73,2,73
513,15,1,15
514,68,3,68
515,61,2,61
517,316,6,316
520,45,4,45
521,7,0,7
522,22,0,22
523,31,1,31
526,33,2,33
528,36,1,36
529,38,3,38
531,15,2,15
534,595,7,595
537,122,8,122
540,548,4,548
541,54,3,54
542,34,3,34
543,11,1,11
544,8,0,8
547,77,3,77
549,28,4,28
553,40,3,40
554,161,2,161
555,188,5,188
556,62,1,62
557,15,0,15
559,39,1,39
560,156,4,156
561,7,0,7
564,22,1,22
568,61,3,61
570,12,1,12
571,2,1,2
573,26,1,26
576,18,1,18
579,17,1,17
580,55,5,55
584,16,3,16
585,15,1,15
586,40,2,40
589,2,0,2
591,15,1,15
596,21,0,21
597,7,0,7
598,56,3,56
599,12,2,12
603,66,2,66
604,20,4,20
606,28,5,28
607,10,1,10
611,7,0,7
612,138,5,138
617,355,12,355
618,17,1,17
619,3,1,3
623,39,3,39
626,17,0,17
627,26,3,26
630,25,2,25
632,35,1,35
633,119,6,119
635,34,1,34
638,59,4,59
640,760,6,760
642,51,3,51
643,57,2,57
644,8,1,8
647,12,1,12
648,26,2,26
651,1429,20,1429
653,4,1,4
654,14,2,14
655,19,3,19
658,21,2,21
659,4,1,4
662,21,2,21
663,195,1,195
664,9,1,9
665,12,1,12
666,72,5,72
668,10,1,10
671,16,2,16
674,8,0,8
676,46,2,46
678,6,2,6
679,2,1,2
681,118,7,118
682,43,1,43
684,23,0,23
686,334,25,334
690,40,1,40
693,4,0,4
696,14,3,14
697,22,0,22
698,38,2,38
703,42,1,42
704,43,2,43
706,29,1,29
707,25,2,25
709,506,6,506
711,175,7,175
712,31,1,31
714,68,7,68
715,12,1,12
716,288,9,288
717,619,13,619
720,14,0,14
723,9,1,9
724,19,3,19
727,9,0,9
730,3,1,3
733,532,10,532
737,7,1,7
738,21,0,21
740,40,2,40
743,3,0,3
744,141,2,141
746,88,3,88
747,24,2,24
752,13,1,13
754,29,5,29
755,32,0,32
757,12,1,12
760,7,0,7
765,76,7,76
766,6,0,6
767,22,6,22
769,18,2,18
770,12,0,12
771,14,2,14
772,13,0,13
773,29,2,29
775,870,6,870
776,69,2,69
777,153,9,153
778,11,1,11
782,2,0,2
784,290,3,290
786,26,2,26
788,56,2,56
790,6,2,6
792,474,6,474
794,24,7,24
796,13360,44,13360
798,115,3,115
799,161,5,161
800,3,1,3
802,83,7,83
804,7,2,7
807,30,1,30
811,12,2,12
814,16,2,16
815,24,2,24
817,38,3,38
818,23,1,23
819,6,1,6
821,27,2,27
823,303,8,303
825,12,1,12
826,13,2,13
828,75,4,75
830,19,3,19
832,6,0,6
836,107,6,107
837,25,2,25
838,38,1,38
840,141,5,141
841,43,3,43
842,27,2,27
843,17,1,17
844,15,1,15
847,69,4,69
849,43,4,43
853,22,0,22
854,60,1,60
856,201,2,201
858,1043,21,1043
859,1404,5,1404
861,24,2,24
863,34,1,34
867,190,12,190
872,511,11,511
873,126,5,126
874,30,4,30
875,346,7,346
877,1507,24,1507
884,64,3,64
885,6,2,6
886,115,2,115
887,15,1,15
888,13,2,13
892,44,3,44
893,4,0,4
894,34,5,34
895,24,6,24
896,30161,54,30161
897,76,5,76
899,13,2,13
901,33,4,33
904,17,2,17
905,11,1,11
906,5,3,5
908,14,2,14
909,11,1,11
910,56,5,56
914,11,2,11
915,84,2,84
917,4,0,4
920,12,0,12
924,86,8,86
926,9,2,9
927,64,0,64
929,10,0,10
931,23,3,23
935,19,2,19
936,13,0,13
939,41,0,41
940,37,1,37
944,15,0,15
945,8,1,8
946,59,2,59
947,65,7,65
948,5,1,5
951,55,5,55
952,7,2,7
957,5,1,5
960,26,1,26
961,84,5,84
962,377,0,377
963,1624,14,1624
964,143,10,143
965,22,1,22
966,147,10,147
968,4,1,4
974,744,4,744
975,30,2,30
976,23,3,23
977,6,1,6
978,50,2,50
979,2111,10,2111
981,26,3,26
986,1276,18,1276
988,2889,10,2889
989,238,8,238
990,21,3,21
992,510,15,510
994,21,1,21
995,7041,34,7041
998,72,1,72
999,448,11,448
1001,807,10,807
1003,572,14,572
1004,541,9,541
1005,341,10,341
1007,94,1,94
1008,104,4,104
1013,12,1,12
1019,2683,17,2683
1024,86,9,86
1026,29,3,29
1027,16,2,16
1028,18,1,18
1029,379,5,379
1030,19,2,19
1031,28,2,28
1033,22,2,22
1034,29,1,29
1039,1280,3,1280
1040,25,3,25
1041,68,4,68
1042,18,4,18
1044,24,0,24
1046,22,1,22
1050,21,1,21
1053,42,2,42
1057,12,1,12
1058,453,10,453
1059,86,4,86
1060,59,2,59
1062,26,4,26
1063,8043,19,8043
1065,23,4,23
1068,8,1,8
1070,20,1,20
1072,16,0,16
1073,19,0,19
1075,52,1,52
1076,14,1,14
1078,8,1,8
1079,60,3,60
1081,38,1,38
1082,52,3,52
1083,49,4,49
1084,44,6,44
1085,67,6,67
1091,36,3,36
1093,218,5,218
1095,7,1,7
1096,61,2,61
1100,55,2,55
1101,108,6,108
1103,5,0,5
1105,14,1,14
1107,30,0,30
1109,9,0,9
1112,8,0,8
1113,47,4,47
1115,34,2,34
1116,53,6,53
1118,580,7,580
1120,15,2,15
1122,17,2,17
1127,9,1,9
1130,6,1,6
1141,7,0,7
1145,511,19,511
1147,30,1,30
1149,24,2,24
1151,26,1,26
1156,130,3,130
1157,31,1,31
1161,210,2,210
1163,176,3,176
1167,7,1,7
1174,20,2,20
1178,9,1,9
1179,32,4,32
1182,32,5,32
1194,128,1,128
1197,109,2,109
1199,11397,97,11397
1201,28,3,28
1204,89,4,89
1205,7,2,7
1206,26,4,26
1207,28,2,28
1208,41,1,41
1213,16,1,16
1217,38,2,38
1218,17,1,17
1221,31,2,31
1222,26,2,26
1224,9,1,9
1226,30,1,30
1228,8,1,8
1235,36,1,36
1237,23,2,23
1238,68,3,68
1245,30,2,30
1246,499,17,499
1247,43,2,43
1248,18,1,18
1249,65,4,65
1251,49,1,49
1254,54,1,54
1257,13,2,13
1259,13,1,13
1260,20,2,20
1262,121,3,121
1264,2,0,2
1265,30,1,30
1267,7,0,7
1268,37,3,37
1270,142,2,142
1271,21,3,21
1275,360,3,360
1276,54,4,54
1281,86,3,86
1282,392,6,392
1284,134,7,134
1285,17,1,17
1286,126,3,126
1288,41,1,41
1293,47,4,47
1294,21,3,21
1295,72,6,72
1301,47,3,47
1303,32,1,32
1307,14,0,14
1308,34,3,34
1311,23,3,23
1314,32,1,32
1318,89,7,89
1319,7,1,7
1320,76,7,76
1322,6,0,6
1323,8,2,8
1324,91,7,91
1325,17,1,17
1326,16,1,16
1327,153,1,153
1329,19,1,19
1330,8,1,8
1331,41,2,41
1332,26,4,26
1336,22,1,22
1338,60,6,60
1340,42,1,42
1341,14,1,14
1342,9,1,9
1344,23,5,23
1345,29,3,29
1346,82,2,82
1348,10,1,10
1349,25,1,25
1352,31,1,31
1353,10,1,10
1354,58,0,58
1359,8,1,8
1360,6,1,6
1363,185,7,185
1364,33,3,33
1365,50,5,50
1366,19,1,19
1367,39,4,39
1368,86,12,86
1372,50,1,50
1375,13,1,13
1377,8,0,8
1378,15,2,15
1379,20,1,20
1381,2,1,2
1382,2,0,2
1385,74,2,74
1387,63,2,63
1388,23,2,23
1389,38,0,38
1390,66,3,66
1392,170,8,170
1399,19,1,19
1400,10,1,10
1401,25,3,25
1403,28,3,28
1407,10,0,10
1408,23,2,23
1411,60,1,60
1412,819,9,819
1413,74,2,74
1414,40,3,40
1416,14,0,14
1417,11,0,11
1420,16,1,16
1423,4,1,4
1424,51,2,51
1425,48,8,48
1428,93,0,93
1429,5,1,5
1432,7,0,7
1433,10,1,10
1436,13,1,13
1439,25,3,25
1442,35,2,35
1443,16,2,16
1444,22,1,22
1445,708,18,708
1446,45,3,45
1448,30,2,30
1451,7,1,7
1453,14,1,14
1454,4,0,4
1456,284,7,284
1458,28,1,28
1461,5,0,5
1462,1059,7,1059
1463,433,10,433
1466,4,0,4
1469,31,2,31
1471,28,0,28
1473,166,4,166
1474,34,4,34
1475,20,2,20
1477,48,4,48
1481,41,1,41
1485,82,8,82
1487,27,2,27
1491,463,11,463
1494,44,3,44
1498,29,2,29
1499,142,2,142
1505,36,4,36
1507,224,3,224
1508,21,2,21
1510,85,2,85
1512,712,12,712
1514,6,1,6
1520,15,3,15
1526,21,2,21
1528,28,1,28
1529,23,4,23
1531,39,2,39
1534,63,5,63
1535,32,1,32
1538,224,4,224
1539,35,2,35
1540,53,6,53
1542,44,3,44
1543,17,1,17
1544,46,6,46
1547,59,3,59
1550,330,3,330
1554,84,2,84
1556,1230,9,1230
1558,181,5,181
1559,194,10,194
1561,643,9,643
1563,2737,19,2737
1564,2357,14,2357
1565,2145,16,2145
1567,555,8,555
1568,343,4,343
1569,6861,5,6861
1570,18522,30,18522
1571,268,14,268
1575,447,5,447
1576,48,3,48
1577,351,8,351
1578,114,6,114
1579,61,5,61
1583,13,2,13
1586,2118,11,2118
1587,26,5,26
1588,535,11,535
1590,159,5,159
1591,644,8,644
1592,26,3,26
1598,111,9,111
1599,9,0,9
1601,28,1,28
1603,40,2,40
1606,999,6,999
1607,44,5,44
1611,202,5,202
1612,47,3,47
1613,11,2,11
1615,348,5,348
1616,18,1,18
1620,751,11,751
1621,23,2,23
1623,41,1,41
1624,5,0,5
1625,90,3,90
1626,6,1,6
1628,1963,21,1963
1629,15,2,15
1630,868,18,868
1633,78,6,78
1634,19,1,19
1635,99,3,99
1636,395,8,395
1637,59,3,59
1638,96,2,96
1640,54,2,54
1641,6,0,6
1642,100,8,100
1643,120,10,120
1644,5,1,5
1645,13,0,13
1646,109,4,109
1647,13,1,13
1649,20,0,20
1651,1059,12,1059
1654,443,5,443
1655,17,1,17
1659,2,0,2
1661,47,6,47
1662,60,2,60
1663,93,4,93
1666,4,1,4
1667,31,1,31
1676,6,1,6
1677,7,0,7
1681,6,0,6
1683,7,0,7
1688,8,0,8
1689,20,1,20
1692,25,1,25
1693,5,1,5
1694,23,2,23
1695,37,1,37
1696,4,0,4
1697,3,1,3
1699,15,1,15
1700,918,6,918
1701,63,4,63
1703,438,5,438
1706,921,21,921
1708,35,4,35
1713,99,3,99
1714,130,8,130
1720,12,1,12
1721,10,1,10
1726,11,0,11
1727,8,1,8
1729,4,1,4
1732,124,5,124
1733,96,8,96
1735,77,3,77
1738,850,28,850
1739,20,1,20
1740,1466,16,1466
1741,59,7,59
1742,43,4,43
1745,81,2,81
1747,35,4,35
1749,29,1,29
1750,65,5,65
1751,31,5,31
1752,18,0,18
1753,125,2,125
1759,87,2,87
1760,65,4,65
1761,52,4,52
1763,190,8,190
1770,68,6,68
1771,168,8,168
1774,12,1,12
1777,58,2,58
1779,24510,29,24510
1781,45,4,45
1784,998,8,998
1797,63,6,63
1804,34,1,34
1818,71,5,71
1831,1996,44,1996
1857,12,1,12
1859,8,1,8
1860,108,5,108
1863,16,1,16
1864,18,1,18
1865,94,8,94
1869,141,2,141
1870,25,1,25
1871,23,1,23
1874,186,5,186
1876,19,1,19
1879,7,1,7
1880,2901,21,2901
1882,30,1,30
1887,108,2,108
1888,20,1,20
1890,2,1,2
1893,6,1,6
1896,6,1,6
1897,4,0,4
1900,2091,1,2091
1901,10,1,10
1902,20,1,20
1903,286,6,286
1905,82,6,82
1908,18,2,18
1909,54,5,54
1910,65,3,65
1912,121,3,121
1922,36,3,36
1924,13,1,13
1925,57,2,57
1929,84,7,84
1930,10,1,10
1931,11,2,11
1934,2308,18,2308
1939,48,3,48
1941,187,2,187
1942,14,1,14
1946,580,13,580
1949,178,13,178
1953,18,3,18
1954,11714,72,11714
1955,112,5,112
1956,26,1,26
1957,95,2,95
1959,603,12,603
1965,438,6,438
1966,60,2,60
1968,648,3,648
1969,29,3,29
1970,18,0,18
1975,199,5,199
1976,79,6,79
1977,31,2,31
1980,131,11,131
1981,1187,7,1187
1985,72,6,72
1989,55,8,55
1990,85,11,85
1991,6,1,6
1992,151,7,151
1996,21,1,21
1997,7,1,7
